Geography,Financial Year,Budget Phase,Class,Service Name,Total
NW396,2021/22,Budget Year,Middle Income Range,Property rates,557.24
NW396,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,154.37
NW396,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,170.0
NW396,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,172.07
NW396,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,183.84
NW396,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,183.84
NW396,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,196.34
NW396,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,206.94
NW396,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,218.12
NW396,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,877.62
NW396,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,961.0
NW396,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,768.33
NW396,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,820.89
NW396,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,820.89
NW396,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,876.71
NW396,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,924.05
NW396,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,973.95
NW396,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,31.92
NW396,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,34.0
NW396,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,53.98
NW396,2018/19,Original Budget,Middle Income Range,Water: Basic levy,56.84
NW396,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,56.84
NW396,2019/20,Budget Year,Middle Income Range,Water: Basic levy,59.8
NW396,2020/21,Budget Year,Middle Income Range,Water: Basic levy,63.03
NW396,2021/22,Budget Year,Middle Income Range,Water: Basic levy,66.43
NW396,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,615.11
NW396,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,653.0
NW396,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,488.83
NW396,2018/19,Original Budget,Middle Income Range,Water: Consumption,514.74
NW396,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,514.74
NW396,2019/20,Budget Year,Middle Income Range,Water: Consumption,514.51
NW396,2020/21,Budget Year,Middle Income Range,Water: Consumption,542.29
NW396,2021/22,Budget Year,Middle Income Range,Water: Consumption,571.58
NW396,2015/16,Audited Outcome,Middle Income Range,Sanitation,132.34
NW396,2016/17,Audited Outcome,Middle Income Range,Sanitation,141.0
NW396,2017/18,Audited Outcome,Middle Income Range,Sanitation,139.46
NW396,2018/19,Original Budget,Middle Income Range,Sanitation,146.86
NW396,2018/19,Adjusted Budget,Middle Income Range,Sanitation,146.86
NW396,2019/20,Budget Year,Middle Income Range,Sanitation,154.47
NW396,2020/21,Budget Year,Middle Income Range,Sanitation,162.81
NW396,2021/22,Budget Year,Middle Income Range,Sanitation,171.6
NW396,2015/16,Audited Outcome,Middle Income Range,Refuse removal,94.02
NW396,2016/17,Audited Outcome,Middle Income Range,Refuse removal,125.55
NW396,2017/18,Audited Outcome,Middle Income Range,Refuse removal,99.51
NW396,2018/19,Original Budget,Middle Income Range,Refuse removal,104.79
NW396,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,104.79
NW396,2019/20,Budget Year,Middle Income Range,Refuse removal,110.24
NW396,2020/21,Budget Year,Middle Income Range,Refuse removal,116.19
NW396,2021/22,Budget Year,Middle Income Range,Refuse removal,122.47
NW396,2015/16,Audited Outcome,Middle Income Range,Other,
NW396,2016/17,Audited Outcome,Middle Income Range,Other,
NW396,2017/18,Audited Outcome,Middle Income Range,Other,
NW396,2018/19,Original Budget,Middle Income Range,Other,
NW396,2018/19,Adjusted Budget,Middle Income Range,Other,
NW396,2019/20,Budget Year,Middle Income Range,Other,
NW396,2020/21,Budget Year,Middle Income Range,Other,
NW396,2021/22,Budget Year,Middle Income Range,Other,
NW396,2015/16,Audited Outcome,Affordable Range,Property rates,119.67
NW396,2016/17,Audited Outcome,Affordable Range,Property rates,128.0
NW396,2017/18,Audited Outcome,Affordable Range,Property rates,452.8
NW396,2018/19,Original Budget,Affordable Range,Property rates,502.07
NW396,2018/19,Adjusted Budget,Affordable Range,Property rates,502.07
NW396,2019/20,Budget Year,Affordable Range,Property rates,528.17
NW396,2020/21,Budget Year,Affordable Range,Property rates,556.69
NW396,2021/22,Budget Year,Affordable Range,Property rates,586.75
NW396,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,154.36
NW396,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,170.0
NW396,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,172.02
NW396,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,196.37
NW396,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,196.37
NW396,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,209.72
NW396,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,221.04
NW396,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,232.98
NW396,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,653.35
NW396,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,716.0
NW396,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,399.0
NW396,2018/19,Original Budget,Affordable Range,Electricity: Consumption,455.46
NW396,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,455.46
NW396,2019/20,Budget Year,Affordable Range,Electricity: Consumption,710.52
NW396,2020/21,Budget Year,Affordable Range,Electricity: Consumption,748.89
NW396,2021/22,Budget Year,Affordable Range,Electricity: Consumption,789.33
NW396,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,31.67
NW396,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,34.0
NW396,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,53.98
NW396,2018/19,Original Budget,Affordable Range,Water: Basic levy,59.86
NW396,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,59.86
NW396,2019/20,Budget Year,Affordable Range,Water: Basic levy,62.98
NW396,2020/21,Budget Year,Affordable Range,Water: Basic levy,66.38
NW396,2021/22,Budget Year,Affordable Range,Water: Basic levy,69.97
NW396,2015/16,Audited Outcome,Affordable Range,Water: Consumption,267.07
NW396,2016/17,Audited Outcome,Affordable Range,Water: Consumption,284.0
NW396,2017/18,Audited Outcome,Affordable Range,Water: Consumption,293.0
NW396,2018/19,Original Budget,Affordable Range,Water: Consumption,324.89
NW396,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,324.89
NW396,2019/20,Budget Year,Affordable Range,Water: Consumption,341.78
NW396,2020/21,Budget Year,Affordable Range,Water: Consumption,360.24
NW396,2021/22,Budget Year,Affordable Range,Water: Consumption,379.69
NW396,2015/16,Audited Outcome,Affordable Range,Sanitation,131.34
NW396,2016/17,Audited Outcome,Affordable Range,Sanitation,140.0
NW396,2017/18,Audited Outcome,Affordable Range,Sanitation,139.46
NW396,2018/19,Original Budget,Affordable Range,Sanitation,154.65
NW396,2018/19,Adjusted Budget,Affordable Range,Sanitation,154.65
NW396,2019/20,Budget Year,Affordable Range,Sanitation,162.69
NW396,2020/21,Budget Year,Affordable Range,Sanitation,171.48
NW396,2021/22,Budget Year,Affordable Range,Sanitation,180.73
NW396,2015/16,Audited Outcome,Affordable Range,Refuse removal,93.3
NW396,2016/17,Audited Outcome,Affordable Range,Refuse removal,125.55
NW396,2017/18,Audited Outcome,Affordable Range,Refuse removal,99.51
NW396,2018/19,Original Budget,Affordable Range,Refuse removal,110.35
NW396,2018/19,Adjusted Budget,Affordable Range,Refuse removal,110.35
NW396,2019/20,Budget Year,Affordable Range,Refuse removal,116.09
NW396,2020/21,Budget Year,Affordable Range,Refuse removal,122.36
NW396,2021/22,Budget Year,Affordable Range,Refuse removal,128.97
NW396,2015/16,Audited Outcome,Affordable Range,Other,
NW396,2016/17,Audited Outcome,Affordable Range,Other,
NW396,2017/18,Audited Outcome,Affordable Range,Other,
NW396,2018/19,Original Budget,Affordable Range,Other,
NW396,2018/19,Adjusted Budget,Affordable Range,Other,
NW396,2019/20,Budget Year,Affordable Range,Other,
NW396,2020/21,Budget Year,Affordable Range,Other,
NW396,2021/22,Budget Year,Affordable Range,Other,
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,35.86
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,39.0
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,93.98
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,98.96
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,98.96
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,104.11
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,109.73
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,115.66
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,165.33
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,176.58
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,176.58
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,188.58
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,198.76
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,209.5
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,43.5
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,46.48
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,46.48
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,49.64
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,52.32
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,55.15
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,31.67
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,34.0
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,42.58
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,44.84
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,44.84
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,47.17
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,49.72
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,52.4
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,68.67
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,74.0
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,74.3
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,78.24
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,78.24
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,82.3
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,86.74
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,91.43
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,131.34
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,140.0
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,148.39
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,156.26
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,156.26
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,164.39
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,173.27
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,182.62
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,118.45
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,125.55
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,126.66
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,133.38
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,133.38
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,140.32
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,147.9
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,155.88
NW396,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
NW396,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
NW396,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
NW396,2018/19,Original Budget,Indigent HH receiving FBS,Other,
NW396,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
NW396,2019/20,Budget Year,Indigent HH receiving FBS,Other,
NW396,2020/21,Budget Year,Indigent HH receiving FBS,Other,
NW396,2021/22,Budget Year,Indigent HH receiving FBS,Other,
NW397,2015/16,Audited Outcome,Middle Income Range,Property rates,
NW397,2016/17,Audited Outcome,Middle Income Range,Property rates,
NW397,2017/18,Audited Outcome,Middle Income Range,Property rates,
NW397,2018/19,Original Budget,Middle Income Range,Property rates,
NW397,2018/19,Adjusted Budget,Middle Income Range,Property rates,
NW397,2019/20,Budget Year,Middle Income Range,Property rates,
NW397,2020/21,Budget Year,Middle Income Range,Property rates,
NW397,2021/22,Budget Year,Middle Income Range,Property rates,
NW397,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
NW397,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
NW397,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
NW397,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,
NW397,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,
NW397,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,
NW397,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,
NW397,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,
NW397,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,
NW397,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,
NW397,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,
NW397,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,
NW397,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,
NW397,2019/20,Budget Year,Middle Income Range,Electricity: Consumption,
NW397,2020/21,Budget Year,Middle Income Range,Electricity: Consumption,
NW397,2021/22,Budget Year,Middle Income Range,Electricity: Consumption,
NW397,2015/16,Audited Outcome,Middle Income Range,Water: Basic levy,
NW397,2016/17,Audited Outcome,Middle Income Range,Water: Basic levy,
NW397,2017/18,Audited Outcome,Middle Income Range,Water: Basic levy,
NW397,2018/19,Original Budget,Middle Income Range,Water: Basic levy,
NW397,2018/19,Adjusted Budget,Middle Income Range,Water: Basic levy,
NW397,2019/20,Budget Year,Middle Income Range,Water: Basic levy,
NW397,2020/21,Budget Year,Middle Income Range,Water: Basic levy,
NW397,2021/22,Budget Year,Middle Income Range,Water: Basic levy,
NW397,2015/16,Audited Outcome,Middle Income Range,Water: Consumption,
NW397,2016/17,Audited Outcome,Middle Income Range,Water: Consumption,
NW397,2017/18,Audited Outcome,Middle Income Range,Water: Consumption,
NW397,2018/19,Original Budget,Middle Income Range,Water: Consumption,
NW397,2018/19,Adjusted Budget,Middle Income Range,Water: Consumption,
NW397,2019/20,Budget Year,Middle Income Range,Water: Consumption,
NW397,2020/21,Budget Year,Middle Income Range,Water: Consumption,
NW397,2021/22,Budget Year,Middle Income Range,Water: Consumption,
NW397,2015/16,Audited Outcome,Middle Income Range,Sanitation,
NW397,2016/17,Audited Outcome,Middle Income Range,Sanitation,
NW397,2017/18,Audited Outcome,Middle Income Range,Sanitation,
NW397,2018/19,Original Budget,Middle Income Range,Sanitation,
NW397,2018/19,Adjusted Budget,Middle Income Range,Sanitation,
NW397,2019/20,Budget Year,Middle Income Range,Sanitation,
NW397,2020/21,Budget Year,Middle Income Range,Sanitation,
NW397,2021/22,Budget Year,Middle Income Range,Sanitation,
NW397,2015/16,Audited Outcome,Middle Income Range,Refuse removal,
NW397,2016/17,Audited Outcome,Middle Income Range,Refuse removal,
NW397,2017/18,Audited Outcome,Middle Income Range,Refuse removal,
NW397,2018/19,Original Budget,Middle Income Range,Refuse removal,
NW397,2018/19,Adjusted Budget,Middle Income Range,Refuse removal,
NW397,2019/20,Budget Year,Middle Income Range,Refuse removal,
NW397,2020/21,Budget Year,Middle Income Range,Refuse removal,
NW397,2021/22,Budget Year,Middle Income Range,Refuse removal,
NW397,2015/16,Audited Outcome,Middle Income Range,Other,
NW397,2016/17,Audited Outcome,Middle Income Range,Other,
NW397,2017/18,Audited Outcome,Middle Income Range,Other,
NW397,2018/19,Original Budget,Middle Income Range,Other,
NW397,2018/19,Adjusted Budget,Middle Income Range,Other,
NW397,2019/20,Budget Year,Middle Income Range,Other,
NW397,2020/21,Budget Year,Middle Income Range,Other,
NW397,2021/22,Budget Year,Middle Income Range,Other,
NW397,2015/16,Audited Outcome,Affordable Range,Property rates,
NW397,2016/17,Audited Outcome,Affordable Range,Property rates,
NW397,2017/18,Audited Outcome,Affordable Range,Property rates,
NW397,2018/19,Original Budget,Affordable Range,Property rates,
NW397,2018/19,Adjusted Budget,Affordable Range,Property rates,
NW397,2019/20,Budget Year,Affordable Range,Property rates,
NW397,2020/21,Budget Year,Affordable Range,Property rates,
NW397,2021/22,Budget Year,Affordable Range,Property rates,
NW397,2015/16,Audited Outcome,Affordable Range,Electricity: Basic levy,
NW397,2016/17,Audited Outcome,Affordable Range,Electricity: Basic levy,
NW397,2017/18,Audited Outcome,Affordable Range,Electricity: Basic levy,
NW397,2018/19,Original Budget,Affordable Range,Electricity: Basic levy,
NW397,2018/19,Adjusted Budget,Affordable Range,Electricity: Basic levy,
NW397,2019/20,Budget Year,Affordable Range,Electricity: Basic levy,
NW397,2020/21,Budget Year,Affordable Range,Electricity: Basic levy,
NW397,2021/22,Budget Year,Affordable Range,Electricity: Basic levy,
NW397,2015/16,Audited Outcome,Affordable Range,Electricity: Consumption,
NW397,2016/17,Audited Outcome,Affordable Range,Electricity: Consumption,
NW397,2017/18,Audited Outcome,Affordable Range,Electricity: Consumption,
NW397,2018/19,Original Budget,Affordable Range,Electricity: Consumption,
NW397,2018/19,Adjusted Budget,Affordable Range,Electricity: Consumption,
NW397,2019/20,Budget Year,Affordable Range,Electricity: Consumption,
NW397,2020/21,Budget Year,Affordable Range,Electricity: Consumption,
NW397,2021/22,Budget Year,Affordable Range,Electricity: Consumption,
NW397,2015/16,Audited Outcome,Affordable Range,Water: Basic levy,
NW397,2016/17,Audited Outcome,Affordable Range,Water: Basic levy,
NW397,2017/18,Audited Outcome,Affordable Range,Water: Basic levy,
NW397,2018/19,Original Budget,Affordable Range,Water: Basic levy,
NW397,2018/19,Adjusted Budget,Affordable Range,Water: Basic levy,
NW397,2019/20,Budget Year,Affordable Range,Water: Basic levy,
NW397,2020/21,Budget Year,Affordable Range,Water: Basic levy,
NW397,2021/22,Budget Year,Affordable Range,Water: Basic levy,
NW397,2015/16,Audited Outcome,Affordable Range,Water: Consumption,
NW397,2016/17,Audited Outcome,Affordable Range,Water: Consumption,
NW397,2017/18,Audited Outcome,Affordable Range,Water: Consumption,
NW397,2018/19,Original Budget,Affordable Range,Water: Consumption,
NW397,2018/19,Adjusted Budget,Affordable Range,Water: Consumption,
NW397,2019/20,Budget Year,Affordable Range,Water: Consumption,
NW397,2020/21,Budget Year,Affordable Range,Water: Consumption,
NW397,2021/22,Budget Year,Affordable Range,Water: Consumption,
NW397,2015/16,Audited Outcome,Affordable Range,Sanitation,
NW397,2016/17,Audited Outcome,Affordable Range,Sanitation,
NW397,2017/18,Audited Outcome,Affordable Range,Sanitation,
NW397,2018/19,Original Budget,Affordable Range,Sanitation,
NW397,2018/19,Adjusted Budget,Affordable Range,Sanitation,
NW397,2019/20,Budget Year,Affordable Range,Sanitation,
NW397,2020/21,Budget Year,Affordable Range,Sanitation,
NW397,2021/22,Budget Year,Affordable Range,Sanitation,
NW397,2015/16,Audited Outcome,Affordable Range,Refuse removal,
NW397,2016/17,Audited Outcome,Affordable Range,Refuse removal,
NW397,2017/18,Audited Outcome,Affordable Range,Refuse removal,
NW397,2018/19,Original Budget,Affordable Range,Refuse removal,
NW397,2018/19,Adjusted Budget,Affordable Range,Refuse removal,
NW397,2019/20,Budget Year,Affordable Range,Refuse removal,
NW397,2020/21,Budget Year,Affordable Range,Refuse removal,
NW397,2021/22,Budget Year,Affordable Range,Refuse removal,
NW397,2015/16,Audited Outcome,Affordable Range,Other,
NW397,2016/17,Audited Outcome,Affordable Range,Other,
NW397,2017/18,Audited Outcome,Affordable Range,Other,
NW397,2018/19,Original Budget,Affordable Range,Other,
NW397,2018/19,Adjusted Budget,Affordable Range,Other,
NW397,2019/20,Budget Year,Affordable Range,Other,
NW397,2020/21,Budget Year,Affordable Range,Other,
NW397,2021/22,Budget Year,Affordable Range,Other,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Property rates,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Property rates,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Property rates,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Property rates,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Property rates,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Property rates,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Property rates,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Property rates,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Basic levy,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Electricity: Consumption,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Basic levy,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Water: Basic levy,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Basic levy,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Water: Basic levy,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Water: Consumption,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Water: Consumption,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Water: Consumption,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Water: Consumption,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Water: Consumption,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Water: Consumption,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Sanitation,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Sanitation,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Sanitation,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Sanitation,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Sanitation,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Sanitation,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Sanitation,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Sanitation,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Refuse removal,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Refuse removal,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Refuse removal,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Refuse removal,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Refuse removal,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Refuse removal,
NW397,2015/16,Audited Outcome,Indigent HH receiving FBS,Other,
NW397,2016/17,Audited Outcome,Indigent HH receiving FBS,Other,
NW397,2017/18,Audited Outcome,Indigent HH receiving FBS,Other,
NW397,2018/19,Original Budget,Indigent HH receiving FBS,Other,
NW397,2018/19,Adjusted Budget,Indigent HH receiving FBS,Other,
NW397,2019/20,Budget Year,Indigent HH receiving FBS,Other,
NW397,2020/21,Budget Year,Indigent HH receiving FBS,Other,
NW397,2021/22,Budget Year,Indigent HH receiving FBS,Other,
DC39,2015/16,Audited Outcome,Middle Income Range,Property rates,
DC39,2016/17,Audited Outcome,Middle Income Range,Property rates,
DC39,2017/18,Audited Outcome,Middle Income Range,Property rates,
DC39,2018/19,Original Budget,Middle Income Range,Property rates,
DC39,2018/19,Adjusted Budget,Middle Income Range,Property rates,
DC39,2019/20,Budget Year,Middle Income Range,Property rates,
DC39,2020/21,Budget Year,Middle Income Range,Property rates,
DC39,2021/22,Budget Year,Middle Income Range,Property rates,
DC39,2015/16,Audited Outcome,Middle Income Range,Electricity: Basic levy,
DC39,2016/17,Audited Outcome,Middle Income Range,Electricity: Basic levy,
DC39,2017/18,Audited Outcome,Middle Income Range,Electricity: Basic levy,
DC39,2018/19,Original Budget,Middle Income Range,Electricity: Basic levy,
DC39,2018/19,Adjusted Budget,Middle Income Range,Electricity: Basic levy,
DC39,2019/20,Budget Year,Middle Income Range,Electricity: Basic levy,
DC39,2020/21,Budget Year,Middle Income Range,Electricity: Basic levy,
DC39,2021/22,Budget Year,Middle Income Range,Electricity: Basic levy,
DC39,2015/16,Audited Outcome,Middle Income Range,Electricity: Consumption,
DC39,2016/17,Audited Outcome,Middle Income Range,Electricity: Consumption,
DC39,2017/18,Audited Outcome,Middle Income Range,Electricity: Consumption,
DC39,2018/19,Original Budget,Middle Income Range,Electricity: Consumption,
DC39,2018/19,Adjusted Budget,Middle Income Range,Electricity: Consumption,
