Code,Description,2015/16 AUD,2016/17 AUD,2017/18 AUD,2018/19 OB,2018/19 AB,2019/20 BY,2020/21 BY,2021/22 BY
WC023,Other,(402.41),(443.07),(552.29),(645.36),(645.36),(699.71),(756.74),(831.24)
WC023,sub-total,286.07 ,305.93 ,847.66 ,"1,014.88 ","1,014.88 ",459.44 ,516.72 ,555.91 
WC023,VAT on Services,86.11 ,93.93 ,186.92 ,238.51 ,238.51 ,173.87 ,191.02 ,208.07 
WC023,Total large household bill:,372.18 ,399.86 ,"1,034.58 ","1,253.39 ","1,253.39 ",633.31 ,707.74 ,763.98 
WC023,% increase/-decrease,,7.44 ,158.74 ,21.15 ,,8.93 ,11.75 ,7.95 
WC024,Monthly Account for Household - Middle Income Range,,,,,,,,
WC024,Rates and services charges:,,,,,,,,
WC024,Property rates,285.38 ,302.50 ,188.00 ,198.75 ,198.75 ,211.67 ,225.43 ,240.08 
WC024,Electricity: Basic levy,107.00 ,122.00 ,119.10 ,123.22 ,123.22 ,145.74 ,157.40 ,169.99 
WC024,Electricity: Consumption,"1,377.10 ","1,506.55 ","1,534.87 ","1,647.23 ","1,647.23 ","1,838.80 ","1,985.90 ","2,144.77 "
WC024,Water: Basic levy,49.35 ,52.81 ,56.50 ,64.98 ,64.98 ,65.58 ,69.84 ,74.38 
WC024,Water: Consumption,215.34 ,230.41 ,246.54 ,284.86 ,284.86 ,303.38 ,323.10 ,344.10 
WC024,Sanitation,144.34 ,155.89 ,169.92 ,185.21 ,185.21 ,196.33 ,209.09 ,222.68 
WC024,Refuse removal,119.77 ,127.20 ,138.65 ,151.13 ,151.13 ,176.06 ,205.11 ,238.96 
WC024,Other,,,,,,,,
WC024,sub-total,"2,298.28 ","2,497.36 ","2,453.58 ","2,655.38 ","2,655.38 ","2,937.55 ","3,175.87 ","3,434.96 "
WC024,VAT on Services,,,,,,,,
WC024,Total large household bill:,"2,298.28 ","2,497.36 ","2,453.58 ","2,655.38 ","2,655.38 ","2,937.55 ","3,175.87 ","3,434.96 "
WC024,% increase/-decrease,,8.66 ,(1.75),8.22 ,,10.63 ,8.11 ,8.16 
WC024,Monthly Account for Household - Affordable Range,,,,,,,,
WC024,Rates and services charges:,,,,,,,,
WC024,Property rates,191.04 ,202.50 ,188.00 ,198.75 ,198.75 ,211.67 ,225.43 ,240.08 
WC024,Electricity: Basic levy,,,,,,,,
WC024,Electricity: Consumption,648.03 ,708.94 ,722.27 ,775.14 ,775.14 ,865.29 ,934.51 ,"1,009.27 "
WC024,Water: Basic levy,49.35 ,52.80 ,56.50 ,64.98 ,64.98 ,65.58 ,69.84 ,74.38 
WC024,Water: Consumption,163.67 ,175.13 ,187.39 ,216.16 ,216.16 ,230.21 ,245.17 ,261.11 
WC024,Sanitation,130.03 ,140.43 ,153.07 ,166.84 ,166.84 ,176.86 ,188.35 ,200.59 
WC024,Refuse removal,119.77 ,127.20 ,138.65 ,151.13 ,151.13 ,176.06 ,205.11 ,238.96 
WC024,Other,,,,,,,,
WC024,sub-total,"1,301.89 ","1,407.00 ","1,445.87 ","1,573.00 ","1,573.00 ","1,725.67 ","1,868.42 ","2,024.40 "
WC024,VAT on Services,,,,,,,,
WC024,Total large household bill:,"1,301.89 ","1,407.00 ","1,445.87 ","1,573.00 ","1,573.00 ","1,725.67 ","1,868.42 ","2,024.40 "
WC024,% increase/-decrease,,8.07 ,2.76 ,8.79 ,,9.71 ,8.27 ,8.35 
WC024,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC024,Rates and services charges:,,,,,,,,
WC024,Property rates,91.05 ,96.70 ,37.60 ,39.75 ,39.75 ,42.33 ,45.09 ,48.02 
WC024,Electricity: Basic levy,,,,,,,,
WC024,Electricity: Consumption,263.15 ,296.30 ,301.87 ,323.97 ,323.97 ,355.16 ,383.57 ,414.26 
WC024,Water: Basic levy,,,,,,,,
WC024,Water: Consumption,79.24 ,86.37 ,128.24 ,147.46 ,147.46 ,157.04 ,167.25 ,178.12 
WC024,Sanitation,23.36 ,25.46 ,27.75 ,30.25 ,30.25 ,32.07 ,33.99 ,36.03 
WC024,Refuse removal,24.41 ,26.61 ,29.00 ,31.61 ,31.61 ,36.83 ,42.90 ,49.98 
WC024,Other,,,,,,,,
WC024,sub-total,481.21 ,531.44 ,524.47 ,573.04 ,573.04 ,623.43 ,672.81 ,726.41 
WC024,VAT on Services,,,,,,,,
WC024,Total large household bill:,481.21 ,531.44 ,524.47 ,573.04 ,573.04 ,623.43 ,672.81 ,726.41 
WC024,% increase/-decrease,,10.44 ,(1.31),9.26 ,,8.79 ,7.92 ,7.97 
WC025,Monthly Account for Household - Middle Income Range,,,,,,,,
WC025,Rates and services charges:,,,,,,,,
WC025,Property rates,475.70 ,377.20 ,400.21 ,424.25 ,424.25 ,449.72 ,476.70 ,505.31 
WC025,Electricity: Basic levy,,,,,,,,
WC025,Electricity: Consumption,"1,346.50 ","1,452.50 ","1,489.51 ","1,591.38 ","1,591.38 ","1,799.39 ","1,907.35 ","2,021.79 "
WC025,Water: Basic levy,,,,26.09 ,26.09 ,34.78 ,36.87 ,39.08 
WC025,Water: Consumption,163.34 ,157.12 ,175.70 ,188.52 ,188.52 ,230.90 ,244.75 ,259.44 
WC025,Sanitation,217.11 ,230.70 ,245.61 ,260.87 ,260.87 ,278.27 ,294.97 ,312.66 
WC025,Refuse removal,137.28 ,145.61 ,155.26 ,165.22 ,165.22 ,175.66 ,186.20 ,197.37 
WC025,Other,,,,,,,,
WC025,sub-total,"2,339.93 ","2,363.13 ","2,466.30 ","2,656.33 ","2,656.33 ","2,968.72 ","3,146.84 ","3,335.65 "
WC025,VAT on Services,260.99 ,279.16 ,289.25 ,334.81 ,334.81 ,377.85 ,400.52 ,424.55 
WC025,Total large household bill:,"2,600.92 ","2,642.29 ","2,755.55 ","2,991.14 ","2,991.14 ","3,346.57 ","3,547.36 ","3,760.20 "
WC025,% increase/-decrease,,1.59 ,4.29 ,8.55 ,,11.88 ,6.00 ,6.00 
WC025,Monthly Account for Household - Affordable Range,,,,,,,,
WC025,Rates and services charges:,,,,,,,,
WC025,Property rates,316.50 ,254.53 ,270.06 ,355.26 ,355.26 ,376.59 ,399.19 ,423.14 
WC025,Electricity: Basic levy,,,,,,,,
WC025,Electricity: Consumption,546.50 ,589.50 ,605.17 ,646.57 ,646.57 ,731.07 ,774.93 ,821.43 
WC025,Water: Basic levy,,,,26.09 ,26.09 ,34.78 ,36.87 ,39.08 
WC025,Water: Consumption,127.44 ,117.67 ,133.40 ,143.27 ,143.27 ,166.96 ,176.98 ,187.60 
WC025,Sanitation,217.11 ,230.70 ,245.61 ,260.87 ,260.87 ,278.27 ,294.97 ,312.66 
WC025,Refuse removal,137.28 ,145.61 ,155.26 ,165.22 ,165.22 ,175.66 ,186.20 ,197.37 
WC025,Other,,,,,,,,
WC025,sub-total,"1,344.83 ","1,338.01 ","1,409.51 ","1,597.28 ","1,597.28 ","1,763.33 ","1,869.13 ","1,981.28 "
WC025,VAT on Services,143.97 ,152.81 ,159.52 ,186.30 ,186.30 ,208.01 ,220.49 ,233.72 
WC025,Total large household bill:,"1,488.80 ","1,490.82 ","1,569.03 ","1,783.58 ","1,783.58 ","1,971.34 ","2,089.62 ","2,215.00 "
WC025,% increase/-decrease,,.14 ,5.25 ,13.67 ,,10.53 ,6.00 ,6.00 
WC025,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC025,Rates and services charges:,,,,,,,,
WC025,Property rates,142.00 ,92.00 ,97.61 ,103.48 ,103.48 ,109.69 ,116.27 ,123.24 
WC025,Electricity: Basic levy,,,,,,,,
WC025,Electricity: Consumption,297.00 ,309.50 ,317.86 ,352.68 ,352.68 ,398.76 ,422.69 ,448.05 
WC025,Water: Basic levy,,,,,,,,
WC025,Water: Consumption,65.42 ,62.79 ,76.26 ,70.40 ,70.40 ,74.62 ,79.10 ,83.85 
WC025,Sanitation,,,,,,,,
WC025,Refuse removal,,,,,,,,
WC025,Other,,,,,,,,
WC025,sub-total,504.42 ,464.29 ,491.73 ,526.56 ,526.56 ,583.08 ,618.06 ,655.14 
WC025,VAT on Services,50.74 ,51.92 ,55.18 ,63.46 ,63.46 ,71.01 ,75.27 ,79.78 
WC025,Total large household bill:,555.16 ,516.21 ,546.91 ,590.02 ,590.02 ,654.08 ,693.33 ,734.92 
WC025,% increase/-decrease,,(7.02),5.95 ,7.88 ,,10.86 ,6.00 ,6.00 
WC026,Monthly Account for Household - Middle Income Range,,,,,,,,
WC026,Rates and services charges:,,,,,,,,
WC026,Property rates,253.17 ,268.67 ,289.33 ,310.00 ,310.00 ,336.35 ,364.94 ,395.96 
WC026,Electricity: Basic levy,145.17 ,156.26 ,156.00 ,173.00 ,173.00 ,186.84 ,201.79 ,217.93 
WC026,Electricity: Consumption,"1,174.63 ","1,264.38 ","1,343.25 ","1,478.65 ","1,478.65 ","1,596.94 ","1,724.70 ","1,862.67 "
WC026,Water: Basic levy,63.35 ,67.38 ,72.77 ,78.59 ,78.59 ,84.88 ,91.67 ,99.00 
WC026,Water: Consumption,128.37 ,147.39 ,147.00 ,153.78 ,153.78 ,166.08 ,179.37 ,193.72 
WC026,Sanitation,127.70 ,137.66 ,149.36 ,162.06 ,162.06 ,175.02 ,189.03 ,204.15 
WC026,Refuse removal,100.14 ,108.55 ,121.58 ,137.38 ,137.38 ,154.55 ,173.87 ,195.61 
WC026,Other,,,,,,,,
WC026,sub-total,"1,992.53 ","2,150.29 ","2,279.29 ","2,493.46 ","2,493.46 ","2,700.67 ","2,925.36 ","3,169.04 "
WC026,VAT on Services,243.51 ,263.43 ,278.59 ,327.52 ,327.52 ,354.65 ,384.06 ,415.96 
WC026,Total large household bill:,"2,236.04 ","2,413.72 ","2,557.88 ","2,820.98 ","2,820.98 ","3,055.32 ","3,309.42 ","3,585.00 "
WC026,% increase/-decrease,,7.95 ,5.97 ,10.29 ,,8.31 ,8.32 ,8.33 
WC026,Monthly Account for Household - Affordable Range,,,,,,,,
WC026,Rates and services charges:,,,,,,,,
WC026,Property rates,171.50 ,182.00 ,196.00 ,210.00 ,210.00 ,227.85 ,247.22 ,268.23 
WC026,Electricity: Basic levy,145.17 ,156.26 ,156.00 ,159.00 ,159.00 ,171.72 ,185.46 ,200.29 
WC026,Electricity: Consumption,549.24 ,550.09 ,570.95 ,616.75 ,616.75 ,666.09 ,719.38 ,776.93 
WC026,Water: Basic levy,63.35 ,67.38 ,72.77 ,78.59 ,78.59 ,84.88 ,91.67 ,99.00 
WC026,Water: Consumption,104.12 ,147.39 ,118.80 ,124.18 ,124.18 ,134.11 ,144.84 ,156.43 
WC026,Sanitation,127.70 ,137.66 ,149.36 ,162.06 ,162.06 ,175.02 ,189.03 ,204.15 
WC026,Refuse removal,100.14 ,108.55 ,121.58 ,137.38 ,137.38 ,154.55 ,173.87 ,195.61 
WC026,Other,,,,,,,,
WC026,sub-total,"1,261.22 ","1,349.33 ","1,385.46 ","1,487.96 ","1,487.96 ","1,614.23 ","1,751.46 ","1,900.64 "
WC026,VAT on Services,152.56 ,163.43 ,166.52 ,191.69 ,191.69 ,207.96 ,225.64 ,244.86 
WC026,Total large household bill:,"1,413.78 ","1,512.76 ","1,551.98 ","1,679.65 ","1,679.65 ","1,822.19 ","1,977.10 ","2,145.50 "
WC026,% increase/-decrease,,7.00 ,2.59 ,8.23 ,,8.49 ,8.50 ,8.52 
WC026,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC026,Rates and services charges:,,,,,,,,
WC026,Property rates,89.83 ,95.33 ,102.67 ,110.00 ,112.00 ,120.96 ,133.06 ,146.36 
WC026,Electricity: Basic levy,,,,,,,,
WC026,Electricity: Consumption,284.82 ,306.57 ,312.00 ,333.30 ,333.30 ,352.76 ,373.22 ,394.87 
WC026,Water: Basic levy,,,,,,,,
WC026,Water: Consumption,67.90 ,73.22 ,78.96 ,85.26 ,85.26 ,92.08 ,99.45 ,107.40 
WC026,Sanitation,,,,,,,,
WC026,Refuse removal,,,,,,,,
WC026,Other,,,,,,,,
WC026,sub-total,442.55 ,475.12 ,493.63 ,528.56 ,530.56 ,565.80 ,605.72 ,648.63 
WC026,VAT on Services,49.38 ,53.17 ,54.73 ,62.78 ,62.78 ,66.73 ,70.90 ,75.34 
WC026,Total large household bill:,491.93 ,528.29 ,548.36 ,591.34 ,593.34 ,632.53 ,676.62 ,723.97 
WC026,% increase/-decrease,,7.39 ,3.80 ,7.84 ,.34 ,6.60 ,6.97 ,7.00 
DC2,Monthly Account for Household - Middle Income Range,,,,,,,,
DC2,Rates and services charges:,,,,,,,,
DC2,Property rates,,,,,,,,
DC2,Electricity: Basic levy,,,,,,,,
DC2,Electricity: Consumption,,,,,,,,
DC2,Water: Basic levy,,,,,,,,
DC2,Water: Consumption,,,,,,,,
DC2,Sanitation,,,,,,,,
DC2,Refuse removal,,,,,,,,
DC2,Other,,,,,,,,
DC2,sub-total,,,,,,,,
DC2,VAT on Services,,,,,,,,
DC2,Total large household bill:,,,,,,,,
DC2,% increase/-decrease,,,,,,,,
DC2,Monthly Account for Household - Affordable Range,,,,,,,,
DC2,Rates and services charges:,,,,,,,,
DC2,Property rates,,,,,,,,
DC2,Electricity: Basic levy,,,,,,,,
DC2,Electricity: Consumption,,,,,,,,
DC2,Water: Basic levy,,,,,,,,
DC2,Water: Consumption,,,,,,,,
DC2,Sanitation,,,,,,,,
DC2,Refuse removal,,,,,,,,
DC2,Other,,,,,,,,
DC2,sub-total,,,,,,,,
DC2,VAT on Services,,,,,,,,
DC2,Total large household bill:,,,,,,,,
DC2,% increase/-decrease,,,,,,,,
DC2,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC2,Rates and services charges:,,,,,,,,
DC2,Property rates,,,,,,,,
DC2,Electricity: Basic levy,,,,,,,,
DC2,Electricity: Consumption,,,,,,,,
DC2,Water: Basic levy,,,,,,,,
DC2,Water: Consumption,,,,,,,,
DC2,Sanitation,,,,,,,,
DC2,Refuse removal,,,,,,,,
DC2,Other,,,,,,,,
DC2,sub-total,,,,,,,,
DC2,VAT on Services,,,,,,,,
DC2,Total large household bill:,,,,,,,,
DC2,% increase/-decrease,,,,,,,,
WC031,Monthly Account for Household - Middle Income Range,,,,,,,,
WC031,Rates and services charges:,,,,,,,,
WC031,Property rates,459.12 ,504.50 ,572.56 ,452.33 ,452.33 ,479.44 ,508.21 ,538.70 
WC031,Electricity: Basic levy,47.47 ,49.82 ,50.79 ,53.37 ,53.37 ,60.35 ,63.97 ,67.81 
WC031,Electricity: Consumption,"1,481.70 ","1,555.80 ","1,501.70 ","1,576.50 ","1,576.50 ","1,782.50 ","1,889.45 ","2,002.82 "
WC031,Water: Basic levy,80.79 ,87.00 ,94.91 ,101.57 ,101.57 ,126.00 ,133.56 ,141.57 
WC031,Water: Consumption,238.08 ,256.50 ,281.85 ,353.49 ,353.49 ,438.75 ,465.08 ,492.98 
WC031,Sanitation,111.84 ,118.60 ,129.47 ,150.61 ,150.61 ,159.65 ,169.23 ,179.38 
WC031,Refuse removal,123.86 ,133.60 ,143.16 ,169.30 ,169.30 ,179.48 ,190.25 ,201.66 
WC031,Other,,,,,,,,
WC031,sub-total,"2,542.86 ","2,705.82 ","2,774.44 ","2,857.17 ","2,857.17 ","3,226.17 ","3,419.74 ","3,624.92 "
WC031,VAT on Services,291.72 ,308.18 ,308.26 ,360.73 ,360.73 ,412.01 ,436.73 ,462.93 
WC031,Total large household bill:,"2,834.58 ","3,014.01 ","3,082.70 ","3,217.89 ","3,217.89 ","3,638.18 ","3,856.47 ","4,087.86 "
WC031,% increase/-decrease,,6.33 ,2.28 ,4.39 ,,13.06 ,6.00 ,6.00 
WC031,Monthly Account for Household - Affordable Range,,,,,,,,
WC031,Rates and services charges:,,,,,,,,
WC031,Property rates,325.07 ,357.20 ,405.38 ,320.26 ,320.26 ,339.50 ,359.87 ,381.46 
WC031,Electricity: Basic levy,47.47 ,49.82 ,50.79 ,53.37 ,53.37 ,60.35 ,63.97 ,67.81 
WC031,Electricity: Consumption,740.85 ,777.90 ,750.85 ,788.25 ,788.25 ,891.25 ,944.73 ,"1,001.41 "
WC031,Water: Basic levy,80.79 ,87.00 ,94.91 ,101.57 ,101.57 ,126.00 ,133.56 ,141.57 
WC031,Water: Consumption,183.28 ,197.50 ,216.95 ,272.19 ,272.19 ,337.90 ,358.17 ,379.66 
WC031,Sanitation,111.84 ,118.60 ,129.47 ,150.61 ,150.61 ,159.65 ,169.23 ,179.38 
WC031,Refuse removal,141.00 ,133.60 ,143.16 ,169.30 ,169.30 ,179.48 ,190.25 ,201.66 
WC031,Other,,,,,,,,
WC031,sub-total,"1,630.30 ","1,721.62 ","1,791.51 ","1,855.55 ","1,855.55 ","2,094.13 ","2,219.78 ","2,352.96 "
WC031,VAT on Services,182.73 ,191.02 ,194.06 ,230.29 ,230.29 ,263.19 ,278.99 ,295.73 
WC031,Total large household bill:,"1,813.03 ","1,912.64 ","1,985.57 ","2,085.84 ","2,085.84 ","2,357.32 ","2,498.76 ","2,648.69 "
WC031,% increase/-decrease,,5.49 ,3.81 ,5.05 ,,13.02 ,6.00 ,6.00 
WC031,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC031,Rates and services charges:,,,,,,,,
WC031,Property rates,134.05 ,147.30 ,167.17 ,132.07 ,132.07 ,139.98 ,148.38 ,157.28 
WC031,Electricity: Basic levy,,,,,,,,
WC031,Electricity: Consumption,331.74 ,331.58 ,445.90 ,467.91 ,467.91 ,529.06 ,560.80 ,594.45 
WC031,Water: Basic levy,,,,,,,,
WC031,Water: Consumption,128.48 ,138.50 ,80.92 ,151.77 ,151.77 ,188.19 ,199.48 ,211.45 
WC031,Sanitation,,,,,,,,
WC031,Refuse removal,,,,,,,,
WC031,Other,,,,,,,,
WC031,sub-total,594.27 ,617.38 ,693.99 ,751.75 ,751.75 ,857.23 ,908.66 ,963.18 
WC031,VAT on Services,64.43 ,65.81 ,73.75 ,92.95 ,92.95 ,107.59 ,114.04 ,120.89 
WC031,Total large household bill:,658.70 ,683.19 ,767.75 ,844.70 ,844.70 ,964.82 ,"1,022.71 ","1,084.07 "
WC031,% increase/-decrease,,3.72 ,12.38 ,10.02 ,,14.22 ,6.00 ,6.00 
WC032,Monthly Account for Household - Middle Income Range,,,,,,,,
WC032,Rates and services charges:,,,,,,,,
WC032,Property rates,191.53 ,205.32 ,220.57 ,233.78 ,233.78 ,247.13 ,261.96 ,277.68 
WC032,Electricity: Basic levy,216.83 ,254.78 ,267.52 ,291.60 ,291.60 ,335.34 ,355.46 ,376.79 
WC032,Electricity: Consumption,"1,367.73 ","1,445.42 ","1,464.97 ","1,558.89 ","1,558.89 ","1,753.87 ","1,859.10 ","1,970.65 "
WC032,Water: Basic levy,108.42 ,114.93 ,121.83 ,129.14 ,129.14 ,136.50 ,144.69 ,153.37 
WC032,Water: Consumption,313.77 ,333.62 ,354.92 ,377.69 ,377.69 ,400.93 ,424.99 ,450.48 
WC032,Sanitation,325.09 ,344.53 ,365.16 ,387.25 ,387.25 ,409.35 ,433.91 ,459.95 
WC032,Refuse removal,137.99 ,146.26 ,155.04 ,164.35 ,164.35 ,185.49 ,196.62 ,208.42 
WC032,Other,41.70 ,41.70 ,53.54 ,56.97 ,56.97 ,56.97 ,56.97 ,56.97 
WC032,sub-total,"2,703.06 ","2,886.56 ","3,003.55 ","3,199.67 ","3,199.67 ","3,525.58 ","3,733.70 ","3,954.30 "
WC032,VAT on Services,351.61 ,375.37 ,396.57 ,444.88 ,444.88 ,491.77 ,520.76 ,551.49 
WC032,Total large household bill:,"3,054.67 ","3,261.93 ","3,400.12 ","3,644.55 ","3,644.55 ","4,017.35 ","4,254.46 ","4,505.79 "
WC032,% increase/-decrease,,6.79 ,4.24 ,7.19 ,,10.23 ,5.90 ,5.91 
WC032,Monthly Account for Household - Affordable Range,,,,,,,,
WC032,Rates and services charges:,,,,,,,,
WC032,Property rates,132.60 ,142.15 ,152.70 ,161.85 ,161.85 ,171.09 ,181.36 ,192.24 
WC032,Electricity: Basic levy,216.83 ,254.78 ,267.52 ,291.60 ,291.60 ,335.34 ,355.46 ,376.79 
WC032,Electricity: Consumption,554.27 ,571.30 ,574.61 ,608.63 ,608.63 ,683.08 ,724.06 ,767.51 
WC032,Water: Basic levy,108.42 ,114.93 ,121.83 ,129.14 ,129.14 ,136.50 ,144.69 ,153.37 
WC032,Water: Consumption,236.54 ,251.79 ,268.19 ,285.74 ,285.74 ,303.75 ,321.98 ,341.29 
WC032,Sanitation,287.01 ,304.18 ,322.39 ,341.89 ,341.89 ,361.40 ,383.08 ,406.07 
WC032,Refuse removal,137.99 ,146.26 ,155.04 ,164.35 ,164.35 ,185.49 ,196.62 ,208.42 
WC032,Other,41.70 ,41.70 ,53.54 ,56.97 ,56.97 ,56.97 ,56.97 ,56.97 
WC032,sub-total,"1,715.36 ","1,827.09 ","1,915.82 ","2,040.17 ","2,040.17 ","2,233.62 ","2,364.22 ","2,502.65 "
WC032,VAT on Services,221.59 ,235.89 ,251.24 ,281.75 ,281.75 ,309.38 ,327.43 ,346.56 
WC032,Total large household bill:,"1,936.95 ","2,062.98 ","2,167.06 ","2,321.92 ","2,321.92 ","2,543.00 ","2,691.65 ","2,849.22 "
WC032,% increase/-decrease,,6.51 ,5.05 ,7.15 ,,9.52 ,5.85 ,5.85 
WC032,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC032,Rates and services charges:,,,,,,,,
WC032,Property rates,73.67 ,78.97 ,84.83 ,89.92 ,89.92 ,95.05 ,100.75 ,106.80 
WC032,Electricity: Basic levy,216.83 ,254.78 ,267.52 ,291.60 ,291.60 ,335.34 ,355.46 ,376.79 
WC032,Electricity: Consumption,348.08 ,351.58 ,351.05 ,371.42 ,371.42 ,415.98 ,440.94 ,467.40 
WC032,Water: Basic levy,108.42 ,114.93 ,121.83 ,129.14 ,129.14 ,136.50 ,144.69 ,153.37 
WC032,Water: Consumption,162.59 ,173.44 ,185.14 ,197.69 ,197.69 ,210.70 ,223.34 ,236.74 
WC032,Sanitation,248.93 ,263.82 ,279.62 ,296.53 ,296.53 ,313.45 ,332.26 ,352.19 
WC032,Refuse removal,137.99 ,146.26 ,155.04 ,164.35 ,164.35 ,185.49 ,196.62 ,208.42 
WC032,Other,(635.29),(701.43),(727.86),(792.66),(792.66),(884.39),(952.37),"(1,025.57)"
WC032,sub-total,661.22 ,682.35 ,717.17 ,747.99 ,747.99 ,808.12 ,841.69 ,876.13 
WC032,VAT on Services,76.42 ,78.64 ,90.11 ,98.71 ,98.71 ,106.96 ,111.14 ,115.40 
WC032,Total large household bill:,737.64 ,760.99 ,807.28 ,846.70 ,846.70 ,915.08 ,952.83 ,991.53 
WC032,% increase/-decrease,,3.17 ,6.08 ,4.88 ,,8.08 ,4.13 ,4.06 
WC033,Monthly Account for Household - Middle Income Range,,,,,,,,
WC033,Rates and services charges:,,,,,,,,
WC033,Property rates,625.60 ,683.48 ,553.00 ,591.74 ,591.74 ,636.08 ,683.75 ,734.99 
WC033,Electricity: Basic levy,216.00 ,233.60 ,240.00 ,256.00 ,256.00 ,291.20 ,331.24 ,376.79 
WC033,Electricity: Consumption,"1,338.90 ","1,474.01 ","1,453.35 ","1,564.57 ","1,564.57 ","1,772.25 ","2,007.49 ","2,273.95 "
WC033,Water: Basic levy,95.20 ,104.24 ,115.00 ,130.00 ,130.00 ,138.00 ,146.49 ,155.51 
WC033,Water: Consumption,136.47 ,149.78 ,163.10 ,174.60 ,174.60 ,189.26 ,205.15 ,222.38 
WC033,Sanitation,95.00 ,104.24 ,114.50 ,125.50 ,125.50 ,145.00 ,167.53 ,193.56 
WC033,Refuse removal,104.00 ,114.40 ,125.50 ,138.00 ,138.00 ,160.00 ,185.51 ,215.08 
WC033,Other,,,,,,,,
WC033,sub-total,"2,611.17 ","2,863.75 ","2,764.45 ","2,980.41 ","2,980.41 ","3,331.79 ","3,727.16 ","4,172.25 "
WC033,VAT on Services,277.98 ,305.24 ,309.60 ,358.30 ,358.30 ,404.36 ,456.51 ,515.59 
WC033,Total large household bill:,"2,889.15 ","3,168.99 ","3,074.05 ","3,338.71 ","3,338.71 ","3,736.14 ","4,183.67 ","4,687.84 "
WC033,% increase/-decrease,,9.69 ,(3.00),8.61 ,,11.90 ,11.98 ,12.05 
WC033,Monthly Account for Household - Affordable Range,,,,,,,,
WC033,Rates and services charges:,,,,,,,,
WC033,Property rates,242.54 ,265.39 ,272.29 ,291.36 ,291.36 ,313.20 ,336.67 ,361.91 
WC033,Electricity: Basic levy,216.00 ,233.60 ,240.00 ,256.00 ,256.00 ,291.20 ,331.24 ,376.79 
WC033,Electricity: Consumption,535.19 ,586.44 ,582.76 ,622.82 ,622.82 ,697.48 ,781.09 ,874.72 
WC033,Water: Basic levy,95.20 ,104.24 ,115.00 ,130.00 ,130.00 ,138.00 ,146.49 ,155.51 
WC033,Water: Consumption,107.53 ,117.23 ,128.46 ,130.00 ,130.00 ,148.46 ,169.54 ,193.62 
WC033,Sanitation,95.00 ,104.24 ,114.50 ,125.50 ,125.50 ,145.00 ,167.53 ,193.56 
WC033,Refuse removal,104.00 ,114.40 ,125.50 ,138.00 ,138.00 ,160.00 ,185.51 ,215.08 
WC033,Other,,,,,,,,
WC033,sub-total,"1,395.46 ","1,525.54 ","1,578.51 ","1,693.68 ","1,693.68 ","1,893.34 ","2,118.07 ","2,371.18 "
WC033,VAT on Services,146.29 ,176.42 ,182.87 ,210.35 ,210.35 ,237.02 ,267.21 ,301.39 
WC033,Total large household bill:,"1,541.75 ","1,701.96 ","1,761.38 ","1,904.03 ","1,904.03 ","2,130.36 ","2,385.28 ","2,672.57 "
WC033,% increase/-decrease,,10.39 ,3.49 ,8.10 ,,11.89 ,11.97 ,12.04 
WC033,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
WC033,Rates and services charges:,,,,,,,,
WC033,Property rates,20.50 ,22.43 ,23.03 ,24.63 ,24.63 ,26.48 ,28.46 ,30.60 
WC033,Electricity: Basic levy,,,,,,,,
WC033,Electricity: Consumption,,,42.79 ,42.79 ,42.79 ,47.82 ,53.44 ,59.72 
WC033,Water: Basic levy,19.04 ,20.85 ,115.00 ,130.00 ,130.00 ,138.00 ,146.49 ,155.51 
WC033,Water: Consumption,,,,,,,,
WC033,Sanitation,19.00 ,20.84 ,114.50 ,125.50 ,125.50 ,145.00 ,167.53 ,193.56 
WC033,Refuse removal,20.80 ,22.88 ,125.50 ,138.00 ,138.00 ,160.00 ,185.51 ,215.08 
WC033,Other,,,,,,,,
WC033,sub-total,79.34 ,87.00 ,420.82 ,460.92 ,460.92 ,517.30 ,581.43 ,654.47 
WC033,VAT on Services,8.24 ,9.04 ,55.69 ,65.44 ,65.44 ,73.62 ,82.95 ,93.58 
WC033,Total large household bill:,87.58 ,96.04 ,476.51 ,526.36 ,526.36 ,590.92 ,664.38 ,748.05 
WC033,% increase/-decrease,,9.66 ,396.16 ,10.46 ,,12.26 ,12.43 ,12.59 
WC034,Monthly Account for Household - Middle Income Range,,,,,,,,
WC034,Rates and services charges:,,,,,,,,
WC034,Property rates,469.80 ,506.90 ,555.06 ,451.53 ,451.53 ,480.57 ,519.02 ,560.54 
WC034,Electricity: Basic levy,130.00 ,140.00 ,142.00 ,150.00 ,150.00 ,160.50 ,173.34 ,187.21 
WC034,Electricity: Consumption,"1,340.20 ","1,435.70 ","1,491.00 ","1,588.90 ","1,588.90 ","1,796.57 ","1,940.29 ","2,095.52 "
WC034,Water: Basic levy,44.78 ,48.36 ,64.00 ,71.68 ,71.68 ,80.28 ,86.70 ,93.64 
